Date,Visiting Team,Visiting team game num,Home,Home team game num,Visiting final score,Home final score,Num outs,Ballpark,Visit line,Home line,
"""20200902""","""TEX""",35,"""HOU""",35,1,2,51,"""HOU03""","""000100000""","""20000000x""",29
"""20200902""","""CLE""",37,"""KCA""",37,5,0,54,"""KAN06""","""020000003""","""000000000""",35
"""20200902""","""CHA""",37,"""MIN""",38,1,8,51,"""MIN04""","""001000000""","""03102200x""",32
"""20200902""","""TBA""",38,"""NYA""",35,5,2,54,"""NYC21""","""400100000""","""000001001""",35
"""20200903""","""ARI""",38,"""LAN""",39,1,5,51,"""LOS03""","""000000100""","""20000021x""",31
"""20200903""","""NYA""",36,"""NYN""",38,7,9,57,"""NYC20""","""0400002100""","""0103000212""",37
"""20200903""","""WAS""",35,"""PHI""",33,5,6,59,"""PHI13""","""0020201000""","""2020000101""",38
"""20200903""","""CHN""",37,"""PIT""",35,2,6,51,"""PIT08""","""011000000""","""00400200x""",35
"""20200903""","""SDN""",39,"""ANA""",38,0,2,51,"""ANA01""","""000000000""","""00110000x""",29
"""20200903""","""TOR""",36,"""BOS""",38,6,2,60,"""BOS07""","""0000001104""","""0100010000""",36
"""20200903""","""TEX""",36,"""HOU""",36,4,8,51,"""HOU03""","""010101010""","""40001102x""",35
"""20200903""","""CHA""",38,"""KCA""",38,11,6,54,"""KAN06""","""050100500""","""100003020""",37
"""20200904""","""WAS""",36,"""ATL""",37,1,7,39,"""ATL03""","""0001000""","""102202x""",27
"""20200904""","""WAS""",37,"""ATL""",38,10,9,42,"""ATL03""","""1150012""","""1204002""",29
"""20200904""","""SLN""",29,"""CHN""",38,1,4,51,"""CHI11""","""000001000""","""20100100x""",28
"""20200904""","""CIN""",38,"""PIT""",36,4,2,42,"""PIT08""","""0120100""","""0020000""",27
"""20200904""","""COL""",38,"""LAN""",40,6,10,51,"""LOS03""","""100010040""","""10000135x""",34
"""20200904""","""PHI""",34,"""NYN""",39,5,3,54,"""NYC20""","""011000120""","""000020010""",34
"""20200904""","""PIT""",37,"""CIN""",39,4,3,42,"""PIT08""","""0003100""","""2001000""",26
"""20200904""","""ARI""",39,"""SFN""",39,6,5,54,"""SFO03""","""101220000""","""101110100""",37
"""20200904""","""HOU""",37,"""ANA""",39,5,6,64,"""ANA01""","""00020000300""","""30100100001""",45
"""20200904""","""NYA""",37,"""BAL""",37,6,5,54,"""BAL12""","""013000002""","""100210001""",35
"""20200904""","""NYA""",38,"""BAL""",38,3,6,39,"""BAL12""","""0012000""","""020040x""",26
"""20200904""","""TOR""",37,"""BOS""",39,8,7,42,"""BOS07""","""0310130""","""0200230""",30
"""20200904""","""MIL""",37,"""CLE""",38,7,1,54,"""CLE08""","""000100420""","""000010000""",37
"""20200904""","""DET""",35,"""MIN""",39,0,2,39,"""MIN04""","""0000000""","""200000x""",24
"""20200904""","""CHA""",39,"""KCA""",39,7,4,54,"""KAN06""","""110112100""","""010200001""",38
"""20200904""","""MIN""",40,"""DET""",36,3,2,48,"""MIN04""","""00100011""","""00200000""",33
"""20200904""","""SDN""",40,"""OAK""",35,7,0,54,"""OAK01""","""000040210""","""000000000""",40
"""20200904""","""TEX""",37,"""SEA""",38,3,6,51,"""SEA03""","""000010002""","""01020003x""",30
"""20200904""","""MIA""",33,"""TBA""",39,4,5,51,"""STP01""","""001120000""","""01040000x""",35
"""20200904""","""BOS""",40,"""TOR""",38,3,2,42,"""BOS07""","""0110100""","""0001010""",27
"""20200905""","""WAS""",38,"""ATL""",39,10,4,54,"""ATL03""","""200012005""","""102100000""",41
"""20200905""","""SLN""",30,"""CHN""",39,4,2,42,"""CHI11""","""0022000""","""1000100""",26
"""20200905""","""COL""",39,"""LAN""",41,5,2,54,"""LOS03""","""010100003""","""000020000""",34
"""20200905""","""PHI""",35,"""NYN""",40,1,5,51,"""NYC20""","""100000000""","""00211100x""",34
"""20200905""","""CIN""",40,"""PIT""",38,6,2,54,"""PIT08""","""004001010""","""001100000""",33
"""20200905""","""ARI""",40,"""SFN""",40,3,4,51,"""SFO03""","""100000110""","""02000200x""",31
"""20200905""","""CHN""",40,"""SLN""",31,1,5,39,"""CHI11""","""0000100""","""031100x""",23
"""20200905""","""HOU""",38,"""ANA""",40,9,10,40,"""ANA01""","""0130203""","""1021213""",33
"""20200905""","""NYA""",39,"""BAL""",39,1,6,51,"""BAL12""","""000000010""","""00000510x""",32
"""20200905""","""TOR""",39,"""BOS""",41,8,9,52,"""BOS07""","""010103300""","""040200102""",42
"""20200905""","""MIL""",38,"""CLE""",39,3,4,51,"""CLE08""","""000101010""","""000030001""",35
"""20200905""","""ANA""",41,"""HOU""",39,7,6,42,"""ANA01""","""0002203""","""1300200""",28
"""20200905""","""CHA""",40,"""KCA""",40,5,3,54,"""KAN06""","""200030000""","""001000200""",33
"""20200905""","""DET""",37,"""MIN""",41,3,4,53,"""MIN04""","""100000200""","""000010102""",33
"""20200905""","""SDN""",41,"""OAK""",36,4,8,51,"""OAK01""","""001000021""","""22000310x""",37
"""20200905""","""TEX""",38,"""SEA""",39,3,5,51,"""SEA03""","""000100101""","""00200003x""",34
"""20200905""","""MIA""",34,"""TBA""",40,7,3,54,"""STP01""","""000410200""","""000010002""",35
"""20200906""","""WAS""",39,"""ATL""",40,3,10,51,"""ATL03""","""010000002""","""00021430x""",35
"""20200906""","""SLN""",32,"""CHN""",41,7,3,54,"""CHI11""","""104002000""","""120000000""",39
"""20200906""","""COL""",40,"""LAN""",42,7,6,54,"""LOS03""","""020021020""","""110022000""",38
"""20200906""","""PHI""",36,"""NYN""",41,1,14,51,"""NYC20""","""010000000""","""11021207x""",30
"""20200906""","""CIN""",41,"""PIT""",39,2,3,53,"""PIT08""","""002000000""","""001000002""",29
"""20200906""","""ARI""",41,"""SFN""",41,2,4,51,"""SFO03""","""200000000""","""00100210x""",33
"""20200906""","""HOU""",40,"""ANA""",42,5,9,51,"""ANA01""","""210000200""","""01300104x""",33
"""20200906""","""NYA""",40,"""BAL""",40,1,5,51,"""BAL12""","""010000000""","""20000210x""",32
"""20200906""","""TOR""",40,"""BOS""",42,10,8,54,"""BOS07""","""001063000""","""300101030""",42
"""20200906""","""MIL""",39,"""CLE""",40,1,4,51,"""CLE08""","""000010000""","""10010200x""",33
"""20200906""","""CHA""",41,"""KCA""",41,8,2,54,"""KAN06""","""001001330""","""000000200""",39
"""20200906""","""DET""",38,"""MIN""",42,10,8,54,"""MIN04""","""011003230""","""002041010""",42
"""20200906""","""SDN""",42,"""OAK""",37,5,3,54,"""OAK01""","""002100200""","""101000100""",35
"""20200906""","""TEX""",39,"""SEA""",40,3,4,51,"""SEA03""","""010010001""","""20010010x""",31
"""20200906""","""MIA""",35,"""TBA""",41,4,5,59,"""STP01""","""2010000001""","""1000110002""",36
"""20200907""","""MIA""",36,"""ATL""",41,5,4,60,"""ATL03""","""0112000001""","""2100000010""",39
"""20200907""","""SLN""",33,"""CHN""",42,1,5,51,"""CHI11""","""000000100""","""10112000x""",30
"""20200907""","""PHI""",37,"""NYN""",42,9,8,60,"""NYC20""","""3200100102""","""0000304001""",37
"""20200907""","""COL""",41,"""SDN""",43,0,1,51,"""SAN02""","""000000000""","""000000001""",32
"""20200907""","""ARI""",42,"""SFN""",42,2,4,51,"""SFO03""","""001000001""","""00000400x""",31
"""20200907""","""TBA""",42,"""WAS""",40,1,6,51,"""WAS11""","""000000010""","""01200300x""",35
"""20200907""","""KCA""",42,"""CLE""",41,2,5,51,"""CLE08""","""000000110""","""02010020x""",35
"""20200907""","""DET""",39,"""MIN""",43,2,6,51,"""MIN04""","""000100100""","""00410001x""",30
"""20200907""","""HOU""",41,"""OAK""",38,0,6,51,"""OAK01""","""000000000""","""02000013x""",33
"""20200907""","""TEX""",40,"""SEA""",41,4,8,51,"""SEA03""","""000200002""","""20150000x""",31
"""20200907""","""NYA""",41,"""TOR""",41,7,12,51,"""BUF05""","""200121001""","""11000(10)00x""",37
"""20200908""","""LAN""",43,"""ARI""",43,10,9,60,"""PHO01""","""0100104004""","""0050010003""",41
"""20200908""","""MIA""",37,"""ATL""",42,8,0,54,"""ATL03""","""011300102""","""000000000""",39
"""20200908""","""CIN""",42,"""CHN""",43,0,3,51,"""CHI11""","""000000000""","""02100000x""",30
"""20200908""","""BAL""",41,"""NYN""",43,11,2,54,"""NYC20""","""022140020""","""010000010""",41
"""20200908""","""BOS""",43,"""PHI""",38,5,6,41,"""PHI13""","""0010220""","""0130002""",31
"""20200908""","""BOS""",44,"""PHI""",39,5,2,42,"""PHI13""","""0101021""","""2000000""",31
"""20200908""","""CHA""",42,"""PIT""",40,4,5,51,"""PIT08""","""000030010""","""000020021""",35
"""20200908""","""COL""",42,"""SDN""",44,5,14,51,"""SAN02""","""300011000""","""55100030x""",35
"""20200908""","""SEA""",42,"""SFN""",43,5,6,51,"""SFO03""","""131000000""","""10220010x""",34
"""20200908""","""MIN""",44,"""SLN""",34,7,3,42,"""STL10""","""0031102""","""0000030""",32
"""20200908""","""MIN""",45,"""SLN""",35,4,6,39,"""STL10""","""0200101""","""005001x""",28
"""20200908""","""TBA""",43,"""WAS""",41,3,5,51,"""WAS11""","""000003000""","""11200100x""",33
"""20200908""","""KCA""",43,"""CLE""",42,8,6,54,"""CLE08""","""003000221""","""212000001""",36
"""20200908""","""MIL""",40,"""DET""",40,3,8,51,"""DET05""","""000000003""","""00015020x""",33
"""20200908""","""OAK""",39,"""HOU""",42,4,2,42,"""OAK01""","""0020020""","""0000200""",29
"""20200908""","""HOU""",43,"""OAK""",40,5,4,42,"""OAK01""","""0004001""","""0040000""",26
"""20200908""","""ANA""",43,"""TEX""",41,1,7,51,"""ARL02""","""000010000""","""01022101x""",31
"""20200908""","""NYA""",42,"""TOR""",42,1,2,51,"""BUF05""","""000010000""","""02000000x""",30
"""20200909""","""LAN""",44,"""ARI""",44,6,4,60,"""PHO01""","""1102000002""","""0300100000""",40
"""20200909""","""MIA""",38,"""ATL""",43,9,29,51,"""ATL03""","""023300100""","""0(11)236340x""",38
"""20200909""","""CIN""",43,"""CHN""",44,3,0,54,"""CHI11""","""300000000""","""000000000""",30
"""20200909""","""BAL""",42,"""NYN""",44,6,7,51,"""NYC20""","""203010000""","""01022101x""",40
"""20200909""","""CHA""",43,"""PIT""",41,8,1,54,"""PIT08""","""001403000""","""000000010""",37
"""20200909""","""COL""",43,"""SDN""",45,3,5,51,"""SAN02""","""100002000""","""20000201x""",35
"""20200909""","""SEA""",43,"""SFN""",44,1,10,51,"""SFO03""","""000000010""","""00313300x""",31
"""20200909""","""KCA""",44,"""CLE""",43,3,0,54,"""CLE08""","""000001002""","""000000000""",36
"""20200909""","""MIL""",41,"""DET""",41,19,0,54,"""DET05""","""031305304""","""000000000""",45
"""20200909""","""HOU""",44,"""OAK""",41,2,3,53,"""OAK01""","""100001000""","""000000201""",31
"""20200909""","""ANA""",44,"""TEX""",42,3,7,51,"""ARL02""","""100100100""","""00015100x""",35
"""20200909""","""NYA""",43,"""TOR""",43,7,2,54,"""BUF05""","""011030002""","""020000000""",35
"""20200910""","""LAN""",45,"""ARI""",45,2,5,51,"""PHO01""","""002000000""","""00200300x""",34
"""20200910""","""CIN""",44,"""CHN""",45,5,8,51,"""CHI11""","""210000020""","""00052001x""",33
"""20200910""","""PHI""",40,"""MIA""",39,6,7,53,"""MIA02""","""120210000""","""101100031""",34
"""20200910""","""SFN""",45,"""SDN""",46,1,6,51,"""SAN02""","""010000000""","""30110010x""",32
"""20200910""","""DET""",42,"""SLN""",36,2,12,39,"""STL10""","""0002000""","""027102x""",25
"""20200910""","""DET""",43,"""SLN""",37,6,3,42,"""STL10""","""0000015""","""0101100""",30
"""20200910""","""ATL""",44,"""WAS""",42,7,6,54,"""WAS11""","""000220210""","""320010000""",33
"""20200910""","""KCA""",45,"""CLE""",44,11,1,54,"""CLE08""","""003001340""","""000000001""",40
"""20200910""","""HOU""",45,"""OAK""",42,1,3,51,"""OAK01""","""000001000""","""00000210x""",28
"""20200910""","""BOS""",45,"""TBA""",44,4,3,54,"""STP01""","""002010100""","""000210000""",34
"""20200910""","""ANA""",45,"""TEX""",43,6,2,54,"""ARL02""","""300011100""","""100000010""",35
"""20200911""","""SEA""",44,"""ARI""",46,3,4,51,"""PHO01""","""001000110""","""30100000x""",30
"""20200911""","""ANA""",46,"""COL""",44,4,8,53,"""DEN02""","""200000011""","""002010005""",35
"""20200911""","""PHI""",41,"""MIA""",40,11,0,42,"""MIA02""","""0045200""","""0000000""",35
"""20200911""","""PHI""",42,"""MIA""",41,3,5,39,"""MIA02""","""0010101""","""001301x""",30
"""20200911""","""CHN""",46,"""MIL""",42,0,1,52,"""MIL06""","""000000000""","""000000001""",31
"""20200911""","""CIN""",45,"""SLN""",38,3,1,54,"""STL10""","""201000000""","""010000000""",33
"""20200911""","""ATL""",45,"""WAS""",43,7,8,71,"""WAS11""","""000201013000""","""302010010001""",49
"""20200911""","""DET""",44,"""CHA""",44,3,4,51,"""CHI12""","""000003000""","""00000400x""",32
"""20200911""","""PIT""",42,"""KCA""",46,3,4,51,"""KAN06""","""000100020""","""10200010x""",34
"""20200911""","""CLE""",45,"""MIN""",46,1,3,51,"""MIN04""","""000000001""","""02000010x""",31
"""20200911""","""BAL""",43,"""NYA""",44,0,6,39,"""NYC21""","""0000000""","""320001x""",24
"""20200911""","""BAL""",44,"""NYA""",45,1,10,39,"""NYC21""","""1000000""","""400330x""",24
"""20200911""","""BOS""",46,"""TBA""",45,1,11,51,"""STP01""","""000000001""","""01120142x""",35
"""20200911""","""OAK""",43,"""TEX""",44,10,6,54,"""ARL02""","""431001001""","""100000320""",38
"""20200911""","""NYN""",45,"""TOR""",44,18,1,54,"""BUF05""","""004(10)00211""","""100000000""",47
"""20200912""","""SEA""",45,"""ARI""",47,7,3,54,"""PHO01""","""410020000""","""000200010""",34
"""20200912""","""ANA""",47,"""COL""",45,5,2,66,"""DEN02""","""00010100003""","""00110000000""",42
"""20200912""","""HOU""",46,"""LAN""",46,7,5,54,"""LOS03""","""100000015""","""031010000""",36
"""20200912""","""PHI""",43,"""MIA""",42,12,6,54,"""MIA02""","""401010150""","""000301110""",41
"""20200912""","""CHN""",47,"""MIL""",43,4,2,54,"""MIL06""","""000000004""","""000200000""",35
"""20200912""","""CIN""",46,"""SLN""",39,1,7,51,"""STL10""","""001000000""","""00020500x""",29
"""20200912""","""ATL""",46,"""WAS""",44,2,1,54,"""WAS11""","""100100000""","""000000010""",36
"""20200912""","""DET""",45,"""CHA""",45,0,14,51,"""CHI12""","""000000000""","""30234110x""",31
"""20200912""","""PIT""",43,"""KCA""",47,4,7,51,"""KAN06""","""021000010""","""10203010x""",33
"""20200912""","""CLE""",46,"""MIN""",47,4,8,51,"""MIN04""","""000201010""","""03020003x""",32
"""20200912""","""BAL""",45,"""NYA""",46,1,2,58,"""NYC21""","""0000010000""","""1000000001""",36
"""20200912""","""BOS""",47,"""TBA""",46,4,5,51,"""STP01""","""001100200""","""10030010x""",34
"""20200912""","""OAK""",44,"""TEX""",45,2,5,39,"""ARL02""","""0010010""","""500000x""",25
"""20200912""","""OAK""",45,"""TEX""",46,10,1,42,"""ARL02""","""0700300""","""0000010""",31
"""20200912""","""NYN""",46,"""TOR""",45,2,3,51,"""BUF05""","""000100100""","""00011100x""",33
"""20200913""","""SEA""",46,"""ARI""",48,7,3,54,"""PHO01""","""110002021""","""100000200""",34
"""20200913""","""ANA""",48,"""COL""",46,5,3,54,"""DEN02""","""010000121""","""012000000""",32
"""20200913""","""HOU""",47,"""LAN""",47,1,8,51,"""LOS03""","""000001000""","""10004003x""",31
"""20200913""","""PHI""",44,"""MIA""",43,1,2,39,"""MIA02""","""0100000""","""002000x""",21
"""20200913""","""PHI""",45,"""MIA""",44,1,8,39,"""MIA02""","""0100000""","""301004x""",23
"""20200913""","""CHN""",48,"""MIL""",44,12,0,54,"""MIL06""","""000540102""","""000000000""",37
"""20200913""","""SFN""",46,"""SDN""",47,0,6,39,"""SAN02""","""0000000""","""022002x""",22
"""20200913""","""SFN""",47,"""SDN""",48,1,3,39,"""SAN02""","""0100000""","""010020x""",24
"""20200913""","""CIN""",47,"""SLN""",40,10,5,54,"""STL10""","""012001312""","""120020000""",40
"""20200913""","""ATL""",47,"""WAS""",45,8,4,54,"""WAS11""","""100104002""","""010120000""",37
"""20200913""","""DET""",46,"""CHA""",46,2,5,51,"""CHI12""","""100000001""","""01013000x""",32
"""20200913""","""PIT""",44,"""KCA""",48,0,11,51,"""KAN06""","""000000000""","""40600100x""",31
"""20200913""","""CLE""",47,"""MIN""",48,5,7,51,"""MIN04""","""102001010""","""00213100x""",37
"""20200913""","""BAL""",46,"""NYA""",47,1,3,51,"""NYC21""","""010000000""","""00100002x""",32
"""20200913""","""BOS""",48,"""TBA""",47,6,3,54,"""STP01""","""200022000""","""100200000""",37
"""20200913""","""OAK""",46,"""TEX""",47,3,6,51,"""ARL02""","""100000011""","""01000320x""",33
"""20200913""","""NYN""",47,"""TOR""",46,3,7,51,"""BUF05""","""100000020""","""02000500x""",37
"""20200914""","""PIT""",45,"""CIN""",48,1,3,41,"""CIN09""","""0000001""","""0001002""",25
"""20200914""","""PIT""",46,"""CIN""",49,4,9,39,"""CIN09""","""1001200""","""021033x""",28
"""20200914""","""PHI""",46,"""MIA""",45,2,6,51,"""MIA02""","""100000010""","""01210110x""",31
"""20200914""","""SLN""",41,"""MIL""",45,1,2,47,"""MIL06""","""00000001""","""00000002""",28
"""20200914""","""SLN""",42,"""MIL""",46,3,2,54,"""MIL06""","""000010101""","""000200000""",38
"""20200914""","""LAN""",48,"""SDN""",49,2,7,51,"""SAN02""","""001000001""","""00000151x""",30
"""20200914""","""ATL""",48,"""BAL""",47,1,14,51,"""BAL12""","""000001000""","""10903010x""",30
"""20200914""","""MIN""",49,"""CHA""",47,1,3,51,"""CHI12""","""000010000""","""01000002x""",33
"""20200914""","""OAK""",47,"""SEA""",47,5,6,39,"""SEA03""","""0104000""","""000132x""",28
"""20200914""","""OAK""",48,"""SEA""",48,9,0,42,"""SEA03""","""1050030""","""0000000""",32
"""20200915""","""CLE""",48,"""CHN""",49,5,6,52,"""CHI11""","""002010002""","""010020111""",35
"""20200915""","""PIT""",47,"""CIN""",50,1,4,51,"""CIN09""","""000100000""","""31000000x""",32
"""20200915""","""OAK""",49,"""COL""",47,1,3,51,"""DEN02""","""010000000""","""00002100x""",31
"""20200915""","""BOS""",49,"""MIA""",46,2,0,54,"""MIA02""","""000001010""","""000000000""",33
"""20200915""","""SLN""",43,"""MIL""",47,3,18,51,"""MIL06""","""100010100""","""20276010x""",34
"""20200915""","""NYN""",48,"""PHI""",47,1,4,51,"""PHI13""","""000010000""","""00022000x""",36
"""20200915""","""LAN""",49,"""SDN""",50,3,1,54,"""SAN02""","""101010000""","""001000000""",34
"""20200915""","""ARI""",49,"""ANA""",49,9,8,54,"""ANA01""","""223100010""","""001052000""",37
"""20200915""","""ATL""",49,"""BAL""",48,5,1,54,"""BAL12""","""001100003""","""000000001""",38
"""20200915""","""MIN""",50,"""CHA""",48,2,6,51,"""CHI12""","""001010000""","""10300110x""",31
"""20200915""","""KCA""",49,"""DET""",47,0,6,51,"""DET05""","""000000000""","""30200100x""",32
"""20200915""","""TEX""",48,"""HOU""",48,1,4,51,"""HOU03""","""000010000""","""10000021x""",31
"""20200915""","""TOR""",47,"""NYA""",48,6,20,51,"""NYC21""","""010200003""","""07540121x""",37
"""20200915""","""WAS""",46,"""TBA""",48,1,6,51,"""STP01""","""000001000""","""02004000x""",32
"""20200916""","""CLE""",49,"""CHN""",50,2,3,59,"""CHI11""","""1000100000""","""0101000001""",32
"""20200916""","""PIT""",48,"""CIN""",51,0,1,51,"""CIN09""","""000000000""","""00001000x""",29
"""20200916""","""OAK""",50,"""COL""",48,3,1,54,"""DEN02""","""001002000""","""001000000""",31
"""20200916""","""BOS""",50,"""MIA""",47,4,8,51,"""MIA02""","""001010200""","""20402000x""",36
"""20200916""","""SLN""",44,"""MIL""",48,4,2,42,"""MIL06""","""0101110""","""2000000""",26
"""20200916""","""SLN""",45,"""MIL""",49,0,6,39,"""MIL06""","""0000000""","""400002x""",23
"""20200916""","""NYN""",49,"""PHI""",48,5,4,54,"""PHI13""","""000102011""","""031000000""",34
"""20200916""","""LAN""",50,"""SDN""",51,7,5,54,"""SAN02""","""012031000""","""010000211""",36
"""20200916""","""ARI""",50,"""ANA""",50,9,6,54,"""ANA01""","""042000300""","""020011200""",38
"""20200916""","""ATL""",50,"""BAL""",49,1,5,51,"""BAL12""","""000001000""","""00300200x""",32
"""20200916""","""MIN""",51,"""CHA""",49,5,1,54,"""CHI12""","""010200020""","""000100000""",32
"""20200916""","""KCA""",50,"""DET""",48,4,0,54,"""DET05""","""200001010""","""000000000""",34
"""20200916""","""TEX""",49,"""HOU""",49,1,0,54,"""HOU03""","""000000001""","""000000000""",32
"""20200916""","""TOR""",48,"""NYA""",49,2,13,51,"""NYC21""","""000001001""","""10231420x""",32
"""20200916""","""SFN""",48,"""SEA""",49,9,3,54,"""SFO03""","""113300100""","""000300000""",41
"""20200916""","""WAS""",47,"""TBA""",49,4,2,60,"""STP01""","""0000020002""","""1000000010""",36
"""20200917""","""LAN""",51,"""COL""",49,9,3,54,"""DEN02""","""000200610""","""200000010""",36
"""20200917""","""BOS""",51,"""MIA""",48,5,3,54,"""MIA02""","""000002300""","""000000300""",34
"""20200917""","""NYN""",50,"""PHI""",49,10,6,54,"""PHI13""","""300003004""","""420000000""",37
"""20200917""","""SLN""",46,"""PIT""",49,1,5,51,"""PIT08""","""001000000""","""00041000x""",28
"""20200917""","""ARI""",51,"""ANA""",51,3,7,51,"""ANA01""","""000110001""","""32100001x""",35
"""20200917""","""TBA""",50,"""BAL""",50,3,1,42,"""BAL12""","""0100002""","""0000010""",24
"""20200917""","""MIN""",52,"""CHA""",50,3,4,51,"""CHI12""","""010011000""","""00011020x""",35
"""20200917""","""CLE""",50,"""DET""",49,10,3,54,"""DET05""","""100400320""","""000000030""",38
"""20200917""","""TEX""",50,"""HOU""",50,1,2,51,"""HOU03""","""000000100""","""02000000x""",32
"""20200917""","""TOR""",49,"""NYA""",50,7,10,51,"""NYC21""","""002010004""","""20070010x""",38
"""20200917""","""SFN""",49,"""SEA""",50,6,4,54,"""SFO03""","""010002300""","""040000000""",32
"""20200917""","""BAL""",51,"""TBA""",51,6,10,39,"""BAL12""","""0114000""","""301240x""",31
"""20200918""","""MIN""",53,"""CHN""",51,0,1,51,"""CHI11""","""000000000""","""10000000x""",28
"""20200918""","""CHA""",51,"""CIN""",52,1,7,51,"""CIN09""","""000001000""","""10500010x""",30
"""20200918""","""LAN""",52,"""COL""",50,15,6,54,"""DEN02""","""040052400""","""030003000""",43
"""20200918""","""WAS""",48,"""MIA""",49,5,0,42,"""MIA02""","""0203000""","""0000000""",29
"""20200918""","""WAS""",49,"""MIA""",50,3,14,39,"""MIA02""","""2000100""","""114044x""",25
"""20200918""","""KCA""",51,"""MIL""",50,5,9,51,"""MIL06""","""301000001""","""00063000x""",37
"""20200918""","""ATL""",51,"""NYN""",51,15,2,54,"""NYC20""","""141602010""","""000011000""",43
"""20200918""","""PHI""",50,"""TOR""",50,7,0,42,"""PHI13""","""1000510""","""0000000""",30
"""20200918""","""SLN""",47,"""PIT""",50,6,5,42,"""PIT08""","""1221000""","""2003000""",29
"""20200918""","""PIT""",51,"""SLN""",48,2,7,39,"""PIT08""","""0000200""","""000106x""",25
"""20200918""","""TEX""",51,"""ANA""",52,2,6,51,"""ANA01""","""000000200""","""01001112x""",33
"""20200918""","""TBA""",52,"""BAL""",52,2,1,54,"""BAL12""","""101000000""","""000100000""",32
"""20200918""","""NYA""",51,"""BOS""",52,6,5,72,"""BOS07""","""000000211011""","""000310000010""",43
"""20200918""","""CLE""",51,"""DET""",50,1,0,54,"""DET05""","""000010000""","""000000000""",29
"""20200918""","""ARI""",52,"""HOU""",51,6,3,54,"""HOU03""","""000300210""","""101010000""",37
"""20200918""","""SFN""",50,"""OAK""",51,0,6,51,"""OAK01""","""000000000""","""10320000x""",30
"""20200918""","""SDN""",52,"""SEA""",51,6,1,54,"""SAN02""","""001400001""","""000000010""",33
"""20200918""","""TOR""",51,"""PHI""",51,7,8,39,"""PHI13""","""0005200""","""101303x""",29
"""20200919""","""MIN""",54,"""CHN""",52,8,1,54,"""CHI11""","""100001501""","""010000000""",34
"""20200919""","""CHA""",52,"""CIN""",53,5,0,54,"""CIN09""","""000020030""","""000000000""",35
"""20200919""","""LAN""",53,"""COL""",51,6,1,54,"""DEN02""","""200100300""","""100000000""",33
"""20200919""","""WAS""",50,"""MIA""",51,3,7,51,"""MIA02""","""000200100""","""10221100x""",29
"""20200919""","""KCA""",52,"""MIL""",51,0,5,51,"""MIL06""","""000000000""","""00100004x""",30
"""20200919""","""ATL""",52,"""NYN""",52,2,7,51,"""NYC20""","""000001010""","""20010004x""",31
"""20200919""","""TOR""",52,"""PHI""",52,1,3,51,"""PHI13""","""000010000""","""00002001x""",28
"""20200919""","""SLN""",49,"""PIT""",52,5,4,54,"""PIT08""","""000000500""","""101002000""",29
"""20200919""","""TEX""",52,"""ANA""",53,3,4,51,"""ANA01""","""300000000""","""01002001x""",33
"""20200919""","""TBA""",53,"""BAL""",53,3,1,54,"""BAL12""","""001020000""","""100000000""",35
"""20200919""","""NYA""",52,"""BOS""",53,8,0,54,"""BOS07""","""200230001""","""000000000""",33
"""20200919""","""CLE""",52,"""DET""",51,2,5,51,"""DET05""","""002000000""","""10000004x""",34
"""20200919""","""ARI""",53,"""HOU""",52,2,3,51,"""HOU03""","""011000000""","""00100200x""",29
"""20200919""","""SFN""",51,"""OAK""",52,0,6,51,"""OAK01""","""000000000""","""00010050x""",32
"""20200919""","""SDN""",53,"""SEA""",52,1,4,51,"""SAN02""","""001000000""","""10201000x""",32
"""20200920""","""MIN""",55,"""CHN""",53,4,0,54,"""CHI11""","""110000200""","""000000000""",37
"""20200920""","""CHA""",53,"""CIN""",54,3,7,51,"""CIN09""","""000020010""","""00052000x""",32
"""20200920""","""LAN""",54,"""COL""",52,3,6,51,"""DEN02""","""000000102""","""00020301x""",32
"""20200920""","""WAS""",51,"""MIA""",52,1,2,39,"""MIA02""","""0000100""","""100001x""",27
"""20200920""","""WAS""",52,"""MIA""",53,15,0,42,"""MIA02""","""3031440""","""0000000""",39
"""20200920""","""KCA""",53,"""MIL""",52,3,5,51,"""MIL06""","""000001002""","""20000300x""",32
"""20200920""","""ATL""",53,"""NYN""",53,7,0,54,"""NYC20""","""000001024""","""000000000""",34
"""20200920""","""TOR""",53,"""PHI""",53,6,3,54,"""PHI13""","""200002200""","""100000200""",36
"""20200920""","""SLN""",50,"""PIT""",53,2,1,54,"""PIT08""","""000000200""","""000100000""",34
"""20200920""","""TEX""",53,"""ANA""",54,7,2,54,"""ANA01""","""211100020""","""010001000""",35
"""20200920""","""TBA""",54,"""BAL""",54,1,2,51,"""BAL12""","""000100000""","""20000000x""",32
"""20200920""","""NYA""",53,"""BOS""",54,2,10,51,"""BOS07""","""000001001""","""02400031x""",28
"""20200920""","""CLE""",53,"""DET""",52,7,4,54,"""DET05""","""000032200""","""000000031""",33
"""20200920""","""ARI""",54,"""HOU""",53,2,3,51,"""HOU03""","""000110000""","""00000111x""",31
"""20200920""","""SFN""",52,"""OAK""",53,14,2,54,"""OAK01""","""002204123""","""000002000""",41
"""20200920""","""SDN""",54,"""SEA""",53,7,4,66,"""SAN02""","""00000300013""","""00001002010""",39
"""20200921""","""MIA""",54,"""ATL""",54,4,5,51,"""ATL03""","""300000010""","""41000000x""",34
"""20200921""","""MIL""",53,"""CIN""",55,3,6,51,"""CIN09""","""000010002""","""00000204x""",31
